OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
legdst,legdst_area,district,Washington State Legislative Districts in King County,This data layer describes legislative districts in King County after the 2012 redistricting. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=legdst
libdst,libdst_area,district,King County Rural Library District,This data layer describe the boundaries of the King County Rural Library District ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=libdst
lifeline_route,lifeline_route_line,transportation,Lifeline Routes,King County lifelines are publicly maintained routes in unincorporated areas of King County; that wi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=lifeline_route
maintdist,maintdist_area,recreatn,King County Parks Maintenance District,Parks maintenance district boundaries are used for Parks administration. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=maintdist
maintenance_divisions,maintenance_divisions_area,transportation,Maintenance Section Division Boundaries,Road Service Division; Maintenance Section division boundaries. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=maintenance_divisions
maintenance_shops,maintenance_shops_point,transportation,Road Services Maintenance Shops,King County Road Services maintenance shop locations. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=maintenance_shops
medical_facilities,medical_facilities_point,pubsafe,Medical Facilities including Hospitals,Subset of COMMON_INTEREST_POINT for Hospitals and Medical Centers class (domain). Includes hospitals ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=medical_facilities
mps,mps_area,planning,Road Mitigation Payment System Zones,Road Mitigation Payment System - SAZNO used to determine Fee ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mps
mtpeaks,mtpeaks_point,topo,Mountain Peaks with Elevations,Mountain peaks and other significant topographic features; with elevations; for King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mtpeaks
mun_wshd,mun_wshd_area,hydro,Municipal Watersheds in King County,Municipal Watersheds for King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mun_wshd
mundst,mundst_area,district,Municipal Districts,Municipal incorporation districts ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=mundst
neighborhood,neighborhood_area,transportation,Metro Neighborhoods in King County,Neighborhood boundaries within King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=neighborhood
neighborhood_centers,neighborhood_centers_point,transportation,King County Neighborhood Centers in King County,Location of the central business district within the neighborhood polygons of nhood. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=neighborhood_centers
noise_contours_1db,noise_contours_1db_area,enviro,Noise Contours (One Decibel) for King County International Airport,Noise contours are based on noise and contour modeling. Contour modeling is a very key element of th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=noise_contours_1db
noxious_weed,noxious_weed_point,enviro,Noxious Weeds Survey Sitings,King County Dept of Natural Resources and Parks; Water and Land Resources Division Noxious Weeds Con ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=noxious_weed
orca_passport_zones,orca_passport_zones_area,transportation,Metro ORCA Passport Zone in King County,This is a polygon featureclass that denotes various ORCA card pricing zones across Snohomish; King a ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=orca_passport_zones
ortho_image12,ortho_image12_point,survey,Photo Center Index to 2012 Regional Aerial Mapping Project Imagery,Spatial index to photo centers for multi-county 2012 Aerial Mapping Project; a 53 member consortium  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ortho_image12
parcel,parcel_area,property,Parcel,This layer represents the tax parcels in King County. This layer also includes place-holder polygons ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parcel
parcel_address,parcel_address_area,property,Parcels for King County with Address; Property and Ownership Information,A parcel based layer providing an address based on spatial overlay where available; and a range of o ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parcel_address
park,park_area,recreatn,Parks in King County,Public parks within King County. City parks and other agency parks may not be complete. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park
park_facility,park_facility_point,recreatn,Park Facilities,Parks facilities in King County. Facililites are not complete for other agencies in the county. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_facility
park_label,park_label_point,recreatn,Park Label Point,Label points for public parks within King County. City parks and other agency parks may not be compl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_label
park_property,park_property_area,recreatn,Park Property Information,Land properties; mostly parcels; where King County Parks and Recreation Division has ownership; mana ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=park_property
parkride,parkride_point,transportation,King County  Metro Park and Ride Lots ,A facility intended for Metro customers to park their cars and ride a bus serving that lot. The faci ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=parkride
pattern_rev_all,pattern_rev_all_line,transportation,Metro Pattern Revenue All in King County,Contains revenue patterns for the current and next service periods. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_rev_all
pattern_rev_cur,pattern_rev_cur_line,transportation,Metro Pattern Revenue Current in King County,Contains revenue patterns for the current service period. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_rev_cur
pattern_rev_nxt,pattern_rev_nxt_line,transportation,Metro Transit Pattern Revenue Next in King County,Contains revenue patterns for the next service period. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_rev_nxt
pattern_stops_inline_cur,pattern_stops_inline_cur_point,transportation,Metro Pattern Stop Inline Current in King County,Contains revenue pattern stops inline for the current service periods. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_stops_inline_cur
pattern_stops_inline_nxt,pattern_stops_inline_nxt_point,transportation,Metro Pattern Stop Inline Next in King County,Contains revenue pattern stops inline for the next service periods. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_stops_inline_nxt
pattern_stops_offset_cur,pattern_stops_offset_cur_point,transportation,Metro Pattern Stops Offset Current in King County,Contains revenue pattern stops offset for the current service periods. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_stops_offset_cur
pattern_stops_offset_nxt,pattern_stops_offset_nxt_point,transportation,Metro Pattern Stop Offset Next in King County ,Contains revenue pattern stops offset for the next service periods. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pattern_stops_offset_nxt
pavementmarking,pavementmarking_point,transportation,Pavement Markings,Pavement markings are usually thermoplastics or paint on the pavement to guide roadway users of turn ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pavementmarking
pesticide_free_public_sites,pesticide_free_public_sites_point,natres,Pesticide Free Public Sites in King County,Pesticide Free Public Sites in King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pesticide_free_public_sites
ph_clinics,ph_clinics_point,pubsafe,Public Health Clinics,General location of Public Health of Seattle and King County Medical and Dental Facilities within ow ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ph_clinics
photo_control,photo_control_point,survey,Orthophoto Ground Control Locations and Image Error Calculations,Location of painted targets; as point features; used during aerial imagery photo acquisition. Data c ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=photo_control
plant,plant_point,utility,King County and Local Sewer Agency Treatment Plants,King County and Local Sewer Agency wastewater treatment plants ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plant
plsf_blk10_hispanic,plsf_blk10_hispanic,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_hispanic
plsf_blk10_hispanic_18up,plsf_blk10_hispanic_18up,census,2010 Census Blocks: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Age 18 and Older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_hispanic_18up
plsf_blk10_housing,plsf_blk10_housing,census,2010 Census Blocks: Housing Occupancy Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Bl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_housing
plsf_blk10_race_18up,plsf_blk10_race_18up,census,2010 Census Blocks: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_race_18up
plsf_blk10_race_all,plsf_blk10_race_all,census,2010 Census Blocks: All Races All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_blk10_race_all
plsf_grp10_hispanic,plsf_grp10_hispanic,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race - All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_hispanic
plsf_grp10_hispanic_18up,plsf_grp10_hispanic_18up,census,2010 Census Block Groups: Hispanic or Latino (and not Hispanic/Not Latino) by Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_hispanic_18up
plsf_grp10_housing,plsf_grp10_housing,census,2010 Census: Block Groups: Housing Occupancy Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Bl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_housing
plsf_grp10_race_18up,plsf_grp10_race_18up,census,2010 Census Block Groups: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_race_18up
plsf_grp10_race_all,plsf_grp10_race_all,census,2010 Census Block Groups: All Race All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_grp10_race_all
plsf_place10_hispanic,plsf_place10_hispanic,census,2010 Census Places: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_hispanic
plsf_place10_hispanic_18up,plsf_place10_hispanic_18up,census,2010 Census Places: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Age 18 and Older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_hispanic_18up
plsf_place10_housing,plsf_place10_housing,census,2010 Census Places: Housing Occupancy Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Pl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_housing
plsf_place10_race_18up,plsf_place10_race_18up,census,2010 Census Places: Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_race_18up
plsf_place10_race_all,plsf_place10_race_all,census,2010 Census Places: All Races All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_place10_race_all
plsf_trt10_hispanic,plsf_trt10_hispanic,census,2010 Census Tracts: Hispanic or Latino (and not Hispanic/Not Latino) by Race (All Ages) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing total Hispanic or Latino populatio ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_hispanic
plsf_trt10_hispanic_18up,plsf_trt10_hispanic_18up,census,2010 Census Tracts: Hispanic or Latino (and not Hispanic/Not Latino) by Race (Ages 18 and Up) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing Hispanic or Latino; and not Hispan ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_hispanic_18up
plsf_trt10_housing,plsf_trt10_housing,census,2010 Census Tracts: Housing Occupancy Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing housing data relating to Census Tr ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_housing
plsf_trt10_race_18up,plsf_trt10_race_18up,census,2010 Census Tract Race (18 years and older) Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing race population (18 years and olde ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_race_18up
plsf_trt10_race_all,plsf_trt10_race_all,census,2010 Census Tracts: All Race All Ages Data Table,Public Law 94-171 Summary File (PLSF) from 2010 Census containing all age race population data relat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plsf_trt10_race_all
plss,plss_area,survey,PLSS,Public Land Survey System ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss
plss_qtr,plss_qtr_area,survey,Public Land Survey Quarter Sections - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at quarter se ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_qtr
plss_sec,plss_sec_area,survey,Public Land Survey Sections - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at section le ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_sec
plss_twn,plss_twn_area,survey,Public Land Survey System Townships - 3 county area,Public land survey system (PLSS) for combined King; Snohomish and Pierce County areas; at township-r ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=plss_twn
pole,pole_point,transportation,Traffic Pole,Traffic poles include those made of wood or metal and are used for traffic signals or signs. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=pole
prkdst,prkdst_area,district,Park Districts in King County,This data layer describe Park and Recreation districts of King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=prkdst
public_lands,public_lands_area,property,Public Lands in King County,Publicly-owned parcels derived from the SDE spatial view PARCEL_COMMONDATA_AREA_VIEW by selecting ta ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=public_lands
radarspeedsign,radarspeedsign_point,transportation,Radar Speed Signs,Radar speed signs display the approaching speed of a vehicle to a motorist. Oftentimes placed near s ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=radarspeedsign
raststat_7500,raststat_7500_area,survey,7500-FT Tiling Status for KC Raster Datasets,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=raststat_7500
raststat_trmbr,raststat_trmbr_area,survey,Townshp-Range Tiling Status for KC Raster Datasets,A spatial tiling index designed for storage of file-based image and other raster (i.e.; LiDAR elevat ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=raststat_trmbr
realprop,realprop_area,property,King County Real Property,King County Real Property ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=realprop
reg_psctr020,reg_psctr020_line,topo,Puget Sound 20-Foot Contours,Generalized 20-foot contour isolines derived from Puget Sound lowlands combined bathymetry and eleva ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=reg_psctr020
resocoord,resocoord_area,recreatn,King County Parks Resource Coodinator Boundaries,Parks resource coordinator boundaries used for Parks administration. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=resocoord
restaurant_inspections,restaurant_inspections_point,pubsafe,Restaurant Inspections - King County and Seattle Public Health,Food establishments that sell or serve food to the public must get an annual permit and be inspected ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=restaurant_inspections
river_facilities,river_facilities_line,hydro,UnknownTitle1,UnknownAbstract2 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=river_facilities
river_mile,river_mile_point,hydro,River Mile,Points representing measures along streams at one mile intervals. Source data is wtrcrs_line. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=river_mile
roadlog,roadlog_line,transportation,Roadlog - Street Centerlines,Unincorporated; public owned street centerlines ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadlog
roadlog_halfstreet,roadlog_halfstreet_line,transportation,Roadlog - Half Streets,Unincorporated; public owned half-streets ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadlog_halfstreet
roadlog_onbond,roadlog_onbond_line,transportation,Roadlog - On Bond,Unincorporated; public owned street centerlines that have maintenance and defect bonding ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadlog_onbond
roadlog_reference,roadlog_reference_point,transportation,Roadlog Reference Points,Points of reference used for the routes used to create the Roadlog events. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadlog_reference
roads_service_level,roads_service_level_line,transportation,Roads Service Levels,A five-tier system that categorizes all roads in the county road system. Tier 1 roadways are primari ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roads_service_level
roadutilityinspection,roadutilityinspection_area,transportation,Road Utility Inspection Areas,King County Roads utility inspection work is divided up into six different geographic areas and assi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadutilityinspection
roadvacation,roadvacation_area,transportation,Road Vacation,Polygon dataset showing areas of current and historic road rights of way vacations. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=roadvacation
routes,routes_line,transportation,Metro Routes in King County,King County Metro route footprint. A portion of the scheduled operation of a transit vehicle that is ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=routes
row,row_area,property,Rights of Way,This layer shows the Rights of Way polygons as they are represented in the King County Parcel layer. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=row
rtadst,rtadst_area,district,Regional Transit District,Regional Transit Authority District encompassing urban King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=rtadst
rural_town,rural_town_area,planning,Rural Towns Designated in King County Comprehensive Plan,Derived from King County comprehensive plan data. The rural towns allow urban land uses in the rural ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=rural_town
salmon_watcher,salmon_watcher_point,natres,Salmon Watcher Program Monitoring Locations,Locations where Salmon Watcher Program volunteers monitor the presence or absence of salmon. Not all ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=salmon_watcher
salmonw_basins,salmonw_basins_area,hydro,Salmon Watcher Program Basins,Hydrological basins the Salmon Watcher Program uses to organize their salmon monitoring activities. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=salmonw_basins
sandbag_distribution_location,sandbag_distribution_location_point,hydro,Sandbag Distribution Location in King County,Sandbag Distribution Pickup Locations in King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sandbag_distribution_location
sanding_route,sanding_route_line,transportation,Roads Sanding Routes,Routes in unincorporated King County that are part of the King County sanding operations as well as  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sanding_route
sao_wetland,sao_wetland_area,enviro,Sensitive Area Ordinance Wetland Areas,The Sensitive Areas Ordinance (SAO) defines wetlands as those areas of King County that are inundate ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sao_wetland
schdst,schdst_area,district,School Districts in King County,This data layer describes school districts within King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=schdst
schsite,schsite_point,admin,School Sites in King County,King County School Sites and School Related Facilities ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=schsite
seism,seism_area,enviro,Seismic Hazards,The King County Sensitive Areas Ordinance (SAO) defines significant seismic hazard areas as those ar ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=seism
service_pattern_timepoint,service_pattern_timepoint,transportation,Metro Service Pattern Timepoints in King County,Contains information for those portions of transit routes that are revenue service and their ordered ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=service_pattern_timepoint
sewer,sewer_line,utility,Wastewater Conveyance for King County,All of the conveyance involved in treatment of wastewater for King County WTD ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sewer
sf1_blk00_h_dat,sf1_blk00_h_dat,census,Census 2000 Block Level housing data,Selected Census 2000 Block level data about housing from Summary File 1 (SF1). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk00_h_dat
sf1_blk00_p1_dat,sf1_blk00_p1_dat,census,Census 2000 Block Level people data set 1,Selected Census 2000 Block level data about people from Summary File 1 (SF1). Set 1 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk00_p1_dat
sf1_blk00_p2_dat,sf1_blk00_p2_dat,census,Census 2000 Block Level people data set 2,Selected Census 2000 Block level data about people from Summary File 1 (SF1). Set 2. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk00_p2_dat
sf1_blk10_h42,sf1_blk10_h42,census,2010 Census SF1 table: Housing Units - Housing Units for Blocks,US Census 2010 SF1 data table for: Housing Units - Housing Units subject area related to Blocks. Thi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_h42
sf1_blk10_h43,sf1_blk10_h43,census,2010 Census SF1 table: Urban and Rural - Housing Units for Blocks,US Census 2010 SF1 data table for: Urban and Rural - Housing Units subject area related to Blocks. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_h43
sf1_blk10_h44,sf1_blk10_h44,census,2010 Census SF1 table: Vacancy Status - Vacant Housing Units for Blocks,US Census 2010 SF1 data table for: Vacancy Status - Vacant Housing Units subject area related to Blo ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_h44
sf1_blk10_h46,sf1_blk10_h46,census,2010 Census SF1 table: Tenure - Occupied Housing Units for Blocks,US Census 2010 SF1 data table for: Tenure - Occupied Housing Units subject area related to Blocks. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_h46
sf1_blk10_p01,sf1_blk10_p01,census,2010 Census SF1 table: Total Population - Total Population for Blocks,US Census 2010 SF1 data table for: Total Population - Total Population subject area related to Block ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p01
sf1_blk10_p02,sf1_blk10_p02,census,2010 Census SF1 table: Urban and Rural - Total Population for Blocks,US Census 2010 SF1 data table for: Urban and Rural - Total Population subject area related to Blocks ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p02
sf1_blk10_p03,sf1_blk10_p03,census,2010 Census SF1 table: Race - Total Races Tallied for Blocks,US Census 2010 SF1 data table for: Race - Total Races Tallied subject area related to Blocks. This p ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p03
sf1_blk10_p04,sf1_blk10_p04,census,2010 Census SF1 table: Race - Population 18 Years and Over for Blocks,US Census 2010 SF1 data table for: Race - Population 18 Years and Over subject area related to Block ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p04
sf1_blk10_p05,sf1_blk10_p05,census,2010 Census SF1 table: Households - Households for Blocks,US Census 2010 SF1 data table for: Households - Households subject area related to Blocks. This phys ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p05
sf1_blk10_p06,sf1_blk10_p06,census,2010 Census SF1 table: Population Substituted - Total Population for Blocks,US Census 2010 SF1 data table for: Population Substituted - Total Population subject area related to ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p06
sf1_blk10_p07,sf1_blk10_p07,census,2010 Census SF1 table: Sex - Total Population for Blocks,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Blocks. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p07
sf1_blk10_p08,sf1_blk10_p08,census,2010 Census SF1 table: Sex - Total Population for Blocks,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Blocks. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p08
sf1_blk10_p09,sf1_blk10_p09,census,2010 Census SF1 table: Household Type - Households for Blocks,US Census 2010 SF1 data table for: Household Type - Households subject area related to Blocks. This  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p09
sf1_blk10_p10,sf1_blk10_p10,census,2010 Census SF1 table: Relationship - Total Population for Blocks,US Census 2010 SF1 data table for: Relationship - Total Population subject area related to Blocks. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p10
sf1_blk10_p11,sf1_blk10_p11,census,2010 Census SF1 table: Household Type - Population Under 18 Years for Blocks,US Census 2010 SF1 data table for: Household Type - Population Under 18 Years subject area related t ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p11
sf1_blk10_p12,sf1_blk10_p12,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Blocks,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p12
sf1_blk10_p13,sf1_blk10_p13,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Blocks,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p13
sf1_blk10_p14,sf1_blk10_p14,census,2010 Census SF1 table: Family Type - Families for Blocks,US Census 2010 SF1 data table for: Family Type - Families subject area related to Blocks. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_blk10_p14
sf1_fieldlib_dat,sf1_fieldlib_dat,census,Census 2000 Field Library for SF 1 data,Selected Census 2000 Attribute Fields from Summary File 1 (SF1). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_fieldlib_dat
sf1_grp00_h_dat,sf1_grp00_h_dat,census,Census 2000 Block Group Level housing data,Selected Census 2000 Block Group level data about housing from Summary File 1 (SF1). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp00_h_dat
sf1_grp00_p1_dat,sf1_grp00_p1_dat,census,Census 2000 Block Group level people data set 1,Selected Census 2000 Block Group level data about people from Summary File 1 (SF1). Set 1 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp00_p1_dat
sf1_grp00_p2_dat,sf1_grp00_p2_dat,census,Census 2000 Block Group level people data set 2,Selected Census 2000 Block level data about people from Summary File 1 (SF1). Set 2 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp00_p2_dat
sf1_grp10_h42,sf1_grp10_h42,census,2010 Census SF1 table: Housing Units - Housing Units for Block Groups,US Census 2010 SF1 data table for: Housing Units - Housing Units subject area related to Block Group ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_h42
sf1_grp10_h43,sf1_grp10_h43,census,2010 Census SF1 table: Urban and Rural - Housing Units for Block Groups,US Census 2010 SF1 data table for: Urban and Rural - Housing Units subject area related to Block Gro ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_h43
sf1_grp10_h44,sf1_grp10_h44,census,2010 Census SF1 table: Vacancy Status - Vacant Housing Units for Block Groups,US Census 2010 SF1 data table for: Vacancy Status - Vacant Housing Units subject area related to Blo ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_h44
